Order_ID,Customer_ID,Restaurant_ID,Order_Date,Subtotal,Status
4328,1074,827,2024-11-25,1207.96,Delivered
4329,9197,957,2025-01-28,683.92,Delivered
4330,1018,118,2026-04-21,1609.51,Delivered
4331,7189,81,2024-10-31,1877.42,Delivered
4332,9866,1446,2024-06-21,550.6,Delivered
4333,5634,1090,2024-04-08,1291.81,Delivered
4334,4985,1047,2024-03-22,561.33,Delivered
4335,2609,507,2025-04-18,895.65,Delivered
4336,9909,1481,2026-04-26,833.21,Delivered
4337,1711,367,2024-04-29,585.66,Delivered
4338,1106,411,2026-03-31,1095.46,Delivered
4339,943,944,2026-03-08,931.98,Delivered
4340,797,553,2026-04-15,153.35,Delivered
4341,3064,514,2025-10-10,1104.32,Delivered
4342,62,1306,2024-12-08,409.1,Delivered
4343,2992,1318,2026-04-14,1261.58,Delivered
4344,8535,1652,2026-02-25,1012.77,Delivered
4345,4311,848,2026-06-23,334.65,Delivered
4346,4395,159,2026-04-21,254.3,Delivered
4347,2240,533,2024-07-14,638.42,Cancelled
4348,244,1955,2024-12-02,434.86,Delivered
4349,1899,1204,2025-11-22,1569.48,Cancelled
4350,8655,1429,2025-01-16,1062.2,Delivered
4351,7370,15,2026-02-11,1554.4,Delivered
4352,5869,1056,2024-02-23,585.66,Delivered
4353,509,81,2024-01-11,843.79,Delivered
4354,2372,1151,2026-04-26,289.04,Cancelled
4355,1762,1844,2024-11-22,296.43,Cancelled
4356,6973,1937,2025-12-02,1012.28,Delivered
4357,7577,1095,2024-04-16,1991.98,Cancelled
4358,445,938,2025-03-22,1052.06,Delivered
4359,9549,1890,2024-09-24,1586.38,Delivered
4360,131,1356,2026-06-16,969.41,Delivered
4361,3738,141,2024-12-03,756.51,Delivered
4362,6715,954,2025-03-11,1221.86,Delivered
4363,8358,501,2026-06-26,791.84,Delivered
4364,353,967,2025-03-07,448.64,Delivered
4365,5823,933,2024-12-15,832.83,Delivered
4366,7843,1177,2025-07-02,217.42,Delivered
4367,956,717,2026-03-13,1158.65,Delivered
4368,3000,360,2026-06-26,1582.66,Delivered
4369,7483,1035,2025-04-08,562.12,Delivered
4370,6192,1665,2026-01-15,1204.65,Delivered
4371,8316,1336,2024-03-11,877.52,Delivered
4372,3341,679,2025-07-20,2242.04,Cancelled
4373,2008,1871,2024-05-15,811.92,Delivered
4374,2186,1828,2024-09-25,1247.78,Delivered
4375,8765,447,2025-05-21,695.03,Delivered
4376,365,86,2025-12-31,1933.91,Delivered
4377,2021,1473,2024-11-17,921.49,Delivered
4378,2955,1660,2026-06-06,937.99,Delivered
4379,7148,1936,2024-12-31,1434.48,Delivered
4380,9491,1775,2024-03-26,1349.61,Delivered
4381,4906,1210,2025-01-06,614.31,Delivered
4382,4906,1079,2025-09-14,1568.5,Delivered
4383,2232,61,2024-05-04,1690.39,Delivered
4384,3961,513,2026-04-01,1264.44,Delivered
4385,2891,941,2024-07-01,472.57,Delivered
4386,1258,1266,2024-08-08,1333.83,Delivered
4387,9672,1123,2024-10-21,1267.3,Delivered
4388,4856,1477,2025-05-17,752.92,Delivered
4389,1874,538,2025-08-09,1261.34,Delivered
4390,7793,1143,2024-06-10,1673.56,Delivered
4391,2852,195,2025-07-10,880.38,Delivered
4392,1478,840,2025-01-29,1514.36,Delivered
4393,3493,1497,2026-05-01,430.62,Cancelled
4394,182,1397,2024-11-13,783.82,Delivered
4395,4443,1979,2025-04-25,411.82,Cancelled
4396,3801,535,2024-03-31,320.79,Delivered
4397,9186,1024,2024-07-04,972.91,Delivered
4398,6419,662,2025-12-11,1203.37,Delivered
4399,9304,898,2025-08-03,1203.38,Delivered
4400,840,1716,2025-01-06,1632.42,Delivered
4401,4517,1377,2025-03-03,779.64,Delivered
4402,4418,1759,2025-02-14,227.33,Delivered
4403,9863,442,2024-08-07,1360.92,Cancelled
4404,6494,1740,2024-09-08,1201.38,Delivered
4405,9209,135,2025-01-16,287.69,Delivered
4406,1063,1774,2025-02-13,147.69,Delivered
4407,6386,661,2024-10-19,773.67,Delivered
4408,2794,621,2026-04-20,889.81,Delivered
4409,403,1054,2024-10-26,1338.4,Delivered
4410,2479,1883,2025-04-28,569.69,Delivered
4411,8534,107,2025-05-21,768.75,Delivered
4412,2525,707,2026-04-23,207.87,Delivered
4413,1317,1716,2025-11-02,1359.42,Delivered
4414,2350,803,2025-01-30,418.6,Delivered
4415,3665,431,2025-11-07,475.51,Delivered
4416,7765,857,2024-05-21,1724.12,Delivered
4417,2268,781,2024-06-10,814.28,Delivered
4418,3593,1831,2024-11-08,1483.49,Delivered
4419,2457,1522,2025-11-05,1621.32,Delivered
4420,5799,1039,2025-06-24,452.86,Delivered
4421,1174,1974,2026-04-19,376.51,Delivered
4422,8447,954,2026-02-08,399.96,Delivered
4423,2331,130,2024-10-13,317.34,Delivered
4424,3710,532,2024-12-30,768.62,Delivered
4425,3611,887,2025-08-25,983.75,Delivered
4426,9931,341,2024-06-29,2287.98,Delivered
4427,4516,1895,2024-12-23,1091.94,Delivered
4428,2309,1536,2026-03-14,730.21,Delivered
4429,3083,532,2024-06-16,490.46,Delivered
4430,3323,1196,2025-05-11,1193.25,Delivered
4431,5576,1453,2024-04-04,301.71,Delivered
4432,1251,1884,2024-04-19,682.52,Delivered
4433,6884,1757,2024-09-15,1504.02,Delivered
4434,5768,1055,2026-05-09,1044.03,Delivered
4435,7846,1553,2024-04-05,629.82,Delivered
4436,3712,1136,2024-08-25,808.82,Delivered
4437,2006,1115,2024-07-29,1272.83,Delivered
4438,3978,249,2026-01-16,744.73,Delivered
4439,2276,270,2024-01-25,1201.46,Delivered
4440,8849,1078,2024-06-28,514.24,Delivered
4441,645,532,2026-03-29,1494.46,Delivered
4442,13,49,2026-02-07,1262.84,Delivered
4443,8846,1456,2025-02-21,378.02,Delivered
4444,7033,70,2025-07-28,224.75,Delivered
4445,5440,1201,2025-08-10,380.01,Delivered
4446,8610,1091,2024-11-08,823.89,Delivered
4447,4012,1938,2024-05-29,1036.52,Delivered
4448,8203,1001,2026-02-01,518.38,Delivered
4449,215,140,2026-05-17,645.39,Delivered
4450,3886,1111,2025-09-06,747.31,Delivered
4451,6182,1682,2025-01-24,1322.9,Delivered
4452,6314,1994,2024-10-27,2830.02,Delivered
4453,2413,870,2024-07-15,1181.93,Delivered
4454,308,637,2024-02-23,1193.1,Delivered
4455,6820,1816,2024-02-11,987.76,Delivered
4456,4381,413,2025-09-26,734.91,Delivered
4457,3485,1236,2025-07-29,1099.08,Delivered
4458,4463,820,2024-06-14,1712.56,Cancelled
4459,1400,90,2024-01-22,1435.38,Delivered
4460,1549,698,2024-02-10,919.62,Delivered
4461,94,532,2025-02-28,260.98,Delivered
4462,4956,1383,2025-07-30,510.92,Delivered
4463,9530,1899,2025-03-24,2207.72,Delivered
4464,3950,532,2024-04-15,708.88,Delivered
4465,1258,1628,2025-09-03,893.56,Delivered
4466,3906,122,2024-06-17,867.72,Delivered
4467,2927,1090,2025-10-21,1389.42,Delivered
4468,2088,155,2026-03-07,1030.94,Delivered
4469,4252,1867,2025-06-10,747.56,Delivered
4470,4694,1535,2026-02-03,992.31,Delivered
4471,7148,1334,2026-01-01,1304.31,Delivered
4472,2665,1650,2024-06-04,1557.56,Delivered
4473,9826,1310,2024-05-01,653.44,Delivered
4474,9132,1938,2025-07-12,268.87,Delivered
4475,7237,1440,2025-07-22,739.44,Delivered
4476,5517,1852,2025-06-26,596.75,Delivered
4477,3731,1055,2026-04-24,1339.72,Delivered
4478,273,253,2024-05-04,531.94,Delivered
4479,89,1075,2025-01-06,1235.88,Delivered
4480,7406,271,2025-03-07,795.58,Delivered
4481,2480,1197,2024-12-31,851.54,Delivered
4482,2826,998,2024-05-07,758.02,Delivered
4483,8791,1249,2026-05-02,848.77,Delivered
4484,6749,23,2024-09-24,526.07,Delivered
4485,6430,420,2025-11-11,1335.33,Delivered
4486,6950,1013,2025-11-10,1356.96,Delivered
4487,6155,1903,2025-10-19,2596.16,Delivered
4488,7095,777,2025-01-11,1159.75,Delivered
4489,6728,856,2025-09-21,1037.13,Delivered
4490,7665,1441,2025-01-23,499.72,Delivered
4491,9151,1213,2024-06-24,466.96,Delivered
4492,6331,582,2025-06-07,223.42,Delivered
4493,8557,833,2024-03-20,425.77,Delivered
4494,2833,467,2026-06-17,571.02,Delivered
4495,6008,1932,2024-08-20,762.86,Delivered
4496,5529,278,2026-04-09,1500.82,Delivered
4497,9022,749,2024-07-16,228.07,Delivered
4498,803,56,2024-07-15,460.83,Delivered
4499,7960,472,2025-04-19,578.43,Delivered
4500,1458,1566,2026-05-10,529.74,Delivered
4501,5061,437,2024-03-04,2410.18,Delivered
4502,7955,179,2024-05-05,1185.29,Delivered
4503,8901,978,2024-02-25,1382.22,Delivered
4504,7093,23,2024-05-23,979.59,Delivered
4505,1399,187,2024-05-15,928.66,Delivered
4506,7905,1620,2024-02-08,642.26,Delivered
4507,2367,1547,2024-08-29,2054.88,Delivered
4508,103,1831,2025-08-04,878.16,Delivered
4509,3362,1711,2026-04-05,1160.81,Delivered
4510,8438,1375,2026-06-02,1682.25,Delivered
4511,3172,117,2025-10-30,390.86,Delivered
4512,2533,1572,2024-01-06,331.14,Delivered
4513,640,1690,2025-10-07,1258.88,Delivered
4514,6482,1606,2025-03-05,2105.09,Delivered
4515,7354,1047,2026-01-01,1510.64,Cancelled
4516,5516,489,2024-12-09,1487.07,Delivered
4517,3083,1690,2024-10-07,1195.83,Delivered
4518,716,1465,2024-07-10,935.25,Delivered
4519,5459,1955,2025-04-01,1176.07,Delivered
4520,713,338,2025-06-17,1120.73,Delivered
4521,4353,476,2024-01-14,1198.94,Delivered
4522,9270,453,2024-08-11,442.52,Delivered
4523,3289,1592,2024-10-25,683.86,Delivered
4524,3598,404,2024-07-12,844.34,Delivered
4525,4373,147,2026-04-14,828.63,Delivered
4526,4479,1997,2025-03-01,648.22,Delivered
4527,8264,54,2025-02-23,1223.92,Delivered
4528,299,1670,2025-10-07,507.89,Delivered
4529,479,735,2025-03-09,414.47,Delivered
4530,7204,1682,2026-05-26,223.8,Delivered
4531,8700,1119,2026-01-09,196.07,Delivered
4532,9012,1803,2025-08-21,1872.29,Delivered
4533,9974,1855,2025-02-05,696.36,Delivered
4534,1855,20,2025-11-26,2449.28,Delivered
4535,7290,166,2024-01-08,1575.39,Delivered
4536,1137,519,2024-05-25,930.54,Delivered
4537,9536,1349,2024-12-21,399.14,Delivered
4538,2220,1773,2025-05-28,1208.82,Delivered
4539,4503,942,2024-07-02,255.36,Delivered
4540,6301,1221,2025-08-23,1196.88,Delivered
4541,8644,408,2024-03-16,1623.33,Delivered
4542,5516,1617,2025-12-03,1016.48,Delivered
4543,7376,1935,2026-04-12,320.62,Delivered
4544,4369,532,2024-05-07,364.61,Delivered
4545,9996,1019,2024-02-11,974.57,Delivered
4546,2760,192,2025-01-19,1429.54,Delivered
4547,6948,1127,2024-01-29,399.93,Delivered
4548,2098,1032,2024-04-21,901.99,Delivered
4549,3576,312,2024-05-04,477.55,Delivered
4550,1300,903,2024-03-22,1069.1,Delivered
4551,140,672,2024-09-20,1310.2,Delivered
4552,5147,1062,2026-04-25,684.2,Delivered
4553,5079,1184,2024-09-07,947.62,Delivered
4554,9236,19,2024-08-02,910.62,Delivered
4555,1314,1521,2024-09-26,2162.54,Delivered
4556,101,1438,2025-08-21,357.73,Delivered
4557,7964,737,2024-03-03,600.74,Delivered
4558,916,118,2024-03-22,397.38,Delivered
4559,335,1510,2024-03-30,1307.72,Delivered
4560,2815,1913,2025-06-15,994.56,Delivered
4561,525,500,2025-04-10,650.63,Delivered
4562,5738,646,2025-10-20,665.94,Delivered
4563,6069,398,2024-08-26,732.76,Delivered
4564,8079,1167,2024-03-25,1490.06,Delivered
4565,3835,336,2025-11-22,1168.19,Delivered
4566,7009,716,2024-04-06,727.76,Delivered
4567,1818,1407,2026-06-23,708.78,Delivered
4568,9446,1130,2024-07-03,1440.57,Delivered
4569,4498,784,2025-09-12,245.22,Delivered
4570,9036,848,2025-10-01,1382.92,Delivered
4571,1909,1136,2025-07-02,564.87,Delivered
4572,334,12,2026-05-17,1335.89,Delivered
4573,7155,174,2025-02-15,1476.95,Delivered
4574,5429,1757,2025-05-09,439.45,Delivered
4575,1134,172,2025-10-30,802.82,Delivered
4576,1177,1426,2025-04-20,1265.18,Delivered
4577,2436,1842,2026-03-27,415.27,Delivered
4578,3135,532,2024-12-18,1195.24,Delivered
4579,1218,747,2025-11-09,482.9,Delivered
4580,9663,1150,2025-06-23,795.58,Delivered
4581,7087,1757,2024-04-06,281.26,Delivered
4582,3114,1886,2026-06-22,1330.88,Delivered
4583,1402,1470,2024-02-28,1796.1,Delivered
4584,9509,192,2024-08-23,1893.52,Delivered
4585,5337,1349,2026-01-13,1121.97,Delivered
4586,6296,831,2024-06-26,494.17,Cancelled
4587,7270,969,2024-08-26,1211.9,Delivered
4588,587,111,2025-06-14,425.11,Delivered
4589,202,412,2026-01-18,835.27,Delivered
4590,6726,1588,2024-03-06,1407.44,Delivered
4591,5823,931,2025-01-08,971.45,Delivered
4592,2227,586,2025-02-24,1059.63,Delivered
4593,7283,778,2024-03-13,645.93,Delivered
4594,1601,1711,2025-11-26,887.95,Delivered
4595,4516,1494,2025-04-07,711.68,Delivered
4596,6765,532,2026-04-18,1079.3,Delivered
4597,2617,255,2025-01-04,612.51,Delivered
4598,2442,521,2024-10-07,127.68,Delivered
4599,8544,1844,2026-01-22,1206.92,Delivered
4600,7210,1176,2024-04-17,826.53,Delivered
4601,1903,1085,2024-11-12,864.2,Delivered
4602,7912,1205,2026-04-25,1219.5,Delivered
4603,9278,736,2025-01-13,370.93,Delivered
4604,6992,1618,2026-06-26,938.94,Delivered
4605,1201,1064,2026-02-09,824.29,Delivered
4606,9131,253,2026-02-24,1226.7,Delivered
4607,6378,274,2025-03-27,1743.85,Delivered
4608,7957,1089,2026-05-13,877.75,Delivered
4609,911,1874,2025-02-18,1075.13,Delivered
4610,4064,607,2024-11-04,675.4,Delivered
4611,5985,1730,2025-06-09,520.18,Delivered
4612,2955,1529,2024-11-17,2414.22,Delivered
4613,3677,514,2024-05-02,198.34,Delivered
4614,6121,78,2025-01-30,413.08,Delivered
4615,3593,227,2026-06-18,210.97,Delivered
4616,562,1465,2025-12-26,989.4,Delivered
4617,7243,432,2024-10-31,399.01,Delivered
4618,8661,749,2026-06-06,439.0,Delivered
4619,9912,1029,2025-05-09,731.82,Delivered
4620,364,1463,2025-07-07,517.8,Delivered
4621,1737,248,2024-03-15,769.42,Delivered
4622,7632,821,2025-10-11,1517.86,Delivered
4623,4978,1003,2024-02-28,715.9,Delivered
4624,3178,1096,2025-01-31,151.81,Delivered
4625,9527,1639,2026-04-05,641.47,Delivered
4626,3476,376,2024-01-27,1343.96,Delivered
4627,9824,1620,2025-12-22,423.01,Delivered
4628,7072,1396,2026-03-16,1294.07,Delivered
4629,4438,1122,2024-03-06,1350.4,Delivered
4630,673,1412,2024-02-25,894.52,Delivered
4631,2262,837,2025-04-07,239.62,Delivered
4632,5806,299,2024-05-06,931.08,Delivered
4633,7516,1342,2024-08-12,771.6,Delivered
4634,4141,1068,2025-08-04,2666.12,Delivered
4635,7332,1292,2025-05-27,952.98,Delivered
4636,1851,678,2024-05-11,482.3,Delivered
4637,6186,1816,2025-06-08,613.75,Delivered
4638,4362,1186,2025-09-25,1007.97,Delivered
4639,9960,189,2026-02-02,878.0,Delivered
4640,1608,921,2026-01-16,783.92,Delivered
4641,3829,1512,2024-08-08,1365.13,Delivered
4642,6891,1592,2026-04-18,453.35,Delivered
4643,2190,1019,2025-12-25,805.58,Delivered
4644,8642,1786,2025-12-29,694.78,Delivered
4645,5758,532,2024-07-14,1397.87,Delivered
4646,2570,832,2025-03-07,961.24,Delivered
4647,7252,1797,2024-08-04,760.02,Delivered
4648,3312,1790,2024-12-14,2035.44,Cancelled
4649,7500,1381,2024-03-15,2080.12,Delivered
4650,8660,1716,2025-12-31,1785.62,Delivered
4651,1929,197,2024-08-22,443.89,Delivered
4652,6445,1728,2026-03-08,477.27,Delivered
4653,8127,637,2024-05-26,1272.14,Delivered
4654,105,391,2025-09-07,1644.69,Delivered
4655,1176,500,2024-02-29,1738.5,Delivered
4656,3343,848,2025-10-18,396.96,Delivered
4657,3716,519,2025-05-01,973.48,Delivered
4658,3029,637,2026-01-07,1283.07,Delivered
4659,2988,289,2024-10-17,268.29,Delivered
4660,5503,576,2025-09-01,1247.06,Delivered
4661,3501,1158,2026-02-08,346.84,Cancelled
4662,5379,902,2025-01-20,651.98,Delivered
4663,1737,697,2025-01-16,1761.84,Delivered
4664,371,1486,2025-10-10,1677.07,Delivered
4665,278,1784,2025-04-09,1198.5,Delivered
4666,4058,1513,2026-06-05,980.56,Delivered
4667,4514,664,2026-01-03,559.06,Delivered
4668,6563,1480,2025-01-09,1117.46,Delivered
4669,6984,327,2024-02-21,122.78,Delivered
4670,2487,277,2025-03-13,1732.47,Delivered
4671,2203,693,2024-11-05,596.82,Delivered
4672,1594,1620,2026-06-30,1008.49,Delivered
4673,696,512,2025-07-04,2708.58,Delivered
4674,2491,140,2025-11-03,278.9,Delivered
4675,3643,280,2026-04-17,2182.72,Delivered
4676,2793,1716,2024-06-26,1368.86,Delivered
4677,7771,1278,2026-04-02,980.22,Delivered
4678,1043,523,2024-08-20,1091.41,Delivered
4679,8531,1121,2026-02-17,1722.86,Delivered
4680,3016,1075,2025-04-23,314.19,Delivered
4681,9759,1327,2024-03-26,1635.32,Delivered
4682,5490,490,2024-08-07,1853.3,Delivered
4683,2914,1727,2025-11-03,285.98,Delivered
4684,712,610,2026-05-12,1697.35,Delivered
4685,1264,1399,2026-01-02,132.76,Cancelled
4686,5878,36,2024-02-04,731.82,Delivered
4687,5494,752,2025-01-13,480.16,Delivered
4688,1494,706,2025-10-23,1254.64,Delivered
4689,8544,1102,2025-07-02,1500.04,Delivered
4690,8371,158,2024-01-22,2133.64,Cancelled
4691,1791,1587,2026-01-27,1706.94,Delivered
4692,1537,467,2026-06-06,425.77,Delivered
4693,9164,1363,2024-04-19,341.12,Delivered
4694,4964,1616,2024-09-25,1438.81,Delivered
4695,2871,1135,2025-09-14,1067.94,Delivered
4696,9235,1473,2025-12-21,1677.04,Delivered
4697,8013,1334,2024-02-08,523.6,Delivered
4698,4747,716,2024-10-17,345.19,Delivered
4699,533,1623,2025-12-28,1149.25,Delivered
4700,4034,574,2025-08-01,1086.85,Delivered
4701,1676,1155,2024-01-09,490.46,Delivered
4702,9369,1482,2025-12-03,238.72,Delivered
4703,6872,766,2025-09-21,1394.23,Delivered
4704,5373,590,2025-04-02,446.84,Delivered
4705,5416,940,2025-01-29,115.23,Delivered
4706,4653,1639,2025-05-23,676.66,Delivered
4707,5525,1862,2025-04-12,1445.72,Delivered
4708,9024,1104,2026-05-12,628.38,Delivered
4709,1002,1334,2025-01-01,408.88,Delivered
4710,6649,1807,2026-02-21,795.58,Delivered
4711,897,220,2024-08-26,397.91,Cancelled
4712,7670,489,2026-04-11,352.71,Cancelled
4713,2658,1428,2024-10-09,1244.52,Delivered
4714,9093,1650,2026-05-27,553.7,Delivered
4715,8323,1716,2024-02-24,1059.27,Delivered
4716,7109,844,2025-05-22,404.34,Delivered
4717,8638,198,2024-12-12,1478.26,Cancelled
4718,3321,892,2024-09-21,276.37,Delivered
4719,1257,486,2025-11-10,173.03,Delivered
4720,5616,566,2026-04-16,658.28,Delivered
4721,5048,1549,2026-05-07,1274.07,Delivered
4722,7039,166,2024-08-01,1248.24,Delivered
4723,3359,1660,2025-01-19,1009.78,Delivered
4724,2244,865,2024-12-30,909.47,Delivered
4725,807,1203,2025-03-17,702.24,Delivered
4726,1000,198,2026-02-08,1534.85,Delivered
4727,9143,676,2024-06-29,881.44,Delivered
4728,4059,198,2024-02-07,334.65,Delivered
4729,2542,1919,2024-10-12,915.42,Delivered
4730,6024,1619,2024-12-26,1436.69,Delivered
4731,4768,941,2024-06-09,446.66,Delivered
4732,9508,476,2025-10-03,686.62,Delivered
4733,3891,1866,2025-03-05,700.58,Cancelled
4734,3116,690,2026-06-05,1638.21,Cancelled
4735,3942,352,2025-10-07,2632.66,Delivered
4736,1646,1138,2024-05-24,464.88,Delivered
4737,6207,1890,2026-02-15,1386.12,Delivered
4738,8020,9,2024-02-06,1624.49,Delivered
4739,5962,500,2024-03-10,700.7,Delivered
4740,1331,1878,2024-11-03,700.15,Delivered
4741,4520,374,2024-02-28,831.22,Delivered
4742,1682,248,2024-12-16,841.72,Delivered
4743,9309,1153,2024-05-22,214.37,Delivered
4744,3003,1719,2025-10-07,798.02,Delivered
4745,1730,985,2024-10-27,1225.47,Delivered
4746,8260,1988,2026-06-26,854.32,Delivered
4747,9375,1368,2026-01-27,720.08,Delivered
4748,938,162,2026-05-28,592.92,Delivered
4749,9131,1983,2025-08-21,876.56,Delivered
4750,7358,826,2024-02-12,399.01,Delivered
4751,6023,555,2025-12-11,679.18,Delivered
4752,7637,1124,2026-02-12,343.5,Delivered
4753,4094,595,2025-10-19,422.37,Delivered
4754,6840,192,2024-11-02,1066.06,Delivered
4755,5050,2,2026-03-08,1109.55,Delivered
4756,3421,921,2024-11-07,734.9,Delivered
4757,3074,1673,2024-06-03,924.18,Delivered
4758,2584,1158,2025-10-17,1645.0,Delivered
4759,4187,1998,2024-09-04,1819.64,Delivered
4760,6629,554,2024-05-17,610.05,Delivered
4761,5952,540,2024-12-29,1035.45,Delivered
4762,8674,350,2025-08-02,267.24,Delivered
4763,4130,359,2024-10-07,1214.22,Delivered
4764,1152,551,2024-08-16,287.91,Delivered
4765,1344,1592,2024-07-09,598.54,Delivered
4766,7413,1815,2025-03-05,372.22,Delivered
4767,9416,1955,2025-04-11,241.67,Delivered
4768,2425,489,2026-03-23,1785.22,Delivered
4769,2315,1757,2025-10-30,1107.79,Delivered
4770,157,659,2024-12-30,812.92,Delivered
4771,9112,248,2026-06-19,651.22,Delivered
4772,5420,1731,2025-06-15,1424.62,Delivered
4773,6194,1281,2024-06-08,214.74,Delivered
4774,3455,361,2025-01-29,1161.16,Delivered
4775,5094,870,2025-03-17,1426.56,Delivered
4776,9135,555,2025-06-20,932.21,Delivered
4777,7591,1467,2025-09-07,351.53,Delivered
4778,933,929,2026-06-08,1675.8,Delivered
4779,5972,1976,2024-07-09,189.01,Cancelled
4780,6633,122,2025-03-03,415.68,Delivered
4781,550,714,2025-05-13,482.93,Delivered
4782,205,997,2026-05-23,1151.18,Delivered
4783,7848,1033,2024-05-10,1674.41,Delivered
4784,5479,625,2025-06-01,1179.2,Delivered
4785,5755,1465,2024-08-26,1601.02,Delivered
4786,3088,1743,2026-06-14,1126.38,Delivered
4787,2320,1879,2025-07-22,413.08,Delivered
4788,2008,1617,2025-12-27,2335.34,Delivered
4789,1446,1701,2024-07-09,792.12,Delivered
4790,2857,1109,2024-07-20,1683.34,Delivered
4791,3608,1656,2024-11-09,266.13,Delivered
4792,6039,592,2025-11-23,281.96,Delivered
4793,4444,808,2025-07-05,716.16,Delivered
4794,9277,628,2024-10-09,211.31,Delivered
4795,87,960,2025-07-08,843.04,Delivered
4796,6390,552,2024-10-18,974.81,Delivered
4797,5816,1919,2024-05-12,888.36,Delivered
4798,5756,617,2024-11-25,344.58,Cancelled
4799,452,219,2026-02-16,715.46,Delivered
4800,7793,1075,2026-06-08,1152.46,Delivered
4801,3260,127,2026-06-03,364.61,Delivered
4802,5550,243,2026-06-14,1244.24,Delivered
4803,2058,470,2025-06-07,1007.46,Delivered
4804,6302,952,2024-01-24,833.05,Delivered
4805,8988,879,2025-12-03,1471.94,Delivered
4806,652,1607,2025-12-05,1142.65,Delivered
4807,6387,1470,2025-11-20,1054.44,Delivered
4808,4514,861,2024-06-16,1824.26,Delivered
4809,8984,670,2026-01-14,1344.09,Delivered
4810,1255,627,2024-03-03,1220.27,Delivered
4811,7720,1551,2025-03-10,667.08,Delivered
4812,9822,116,2024-03-07,747.11,Delivered
4813,1651,31,2024-10-18,1289.56,Delivered
4814,8715,1595,2026-05-11,1637.43,Cancelled
4815,7411,985,2024-05-23,1480.36,Delivered
4816,5862,279,2024-03-29,715.46,Delivered
4817,6016,495,2024-05-30,1222.51,Delivered
4818,6007,1865,2025-05-04,1144.17,Delivered
4819,2544,1717,2025-03-01,476.54,Delivered
4820,3372,1429,2024-02-25,944.18,Delivered
4821,6709,997,2026-03-16,1720.28,Delivered
4822,5783,1061,2025-10-23,736.86,Delivered
4823,1924,1955,2025-12-02,851.8,Delivered
4824,6092,1931,2025-02-16,395.19,Delivered
4825,4783,463,2024-01-23,397.79,Delivered
4826,818,1627,2025-06-05,456.14,Delivered
4827,7521,426,2026-05-13,1683.86,Delivered
4828,1661,457,2024-06-21,1181.68,Delivered
4829,4204,1361,2024-05-20,1742.62,Delivered
4830,8469,817,2024-04-22,1065.73,Delivered
4831,7785,1865,2025-03-01,1722.44,Delivered
4832,7828,197,2025-03-10,982.78,Delivered
4833,6696,1053,2024-08-11,974.11,Delivered
4834,374,1839,2025-01-21,1240.02,Delivered
4835,6386,1810,2024-10-16,664.93,Delivered
4836,4174,340,2026-02-13,278.9,Delivered
4837,4155,738,2025-01-02,268.29,Delivered
4838,5035,1242,2026-04-13,1054.9,Cancelled
4839,2494,349,2024-08-11,1511.91,Delivered
4840,2778,1936,2026-02-09,1680.04,Delivered
4841,402,1831,2025-09-03,2233.7,Delivered
4842,1088,365,2025-05-23,418.43,Delivered
4843,5191,262,2025-05-27,1526.75,Delivered
4844,5737,189,2024-05-17,599.65,Delivered
4845,8276,1823,2025-04-28,245.23,Delivered
4846,6624,417,2024-04-03,712.35,Delivered
4847,1074,845,2025-11-07,445.97,Cancelled
4848,75,919,2025-03-11,1622.09,Delivered
4849,6856,1210,2026-05-30,1495.15,Delivered
4850,3185,156,2024-04-17,381.34,Delivered
4851,4980,478,2025-07-10,990.22,Delivered
4852,9441,1865,2024-01-31,1456.22,Delivered
4853,5240,1819,2024-12-08,1365.41,Delivered
4854,4290,1568,2026-03-08,985.0,Delivered
4855,1650,44,2024-11-29,957.92,Delivered
4856,4121,655,2024-07-19,194.55,Delivered
4857,320,1264,2026-04-12,470.1,Delivered
4858,5691,533,2024-05-28,316.45,Delivered
4859,832,1823,2024-03-10,1293.69,Delivered
4860,7820,1278,2024-04-10,372.82,Delivered
4861,3834,157,2025-09-21,311.27,Delivered
4862,9322,1821,2025-04-01,123.82,Delivered
4863,8357,1913,2025-01-13,2115.08,Delivered
4864,9366,172,2024-01-21,2147.04,Delivered
4865,8449,1083,2026-06-18,1724.67,Delivered
4866,4700,592,2024-06-04,1248.6,Delivered
4867,2567,797,2024-02-05,464.2,Delivered
4868,6800,391,2026-03-07,1324.59,Delivered
4869,4032,1171,2026-05-12,1604.21,Delivered
4870,1297,1913,2024-06-16,1847.61,Delivered
4871,35,1033,2025-09-22,885.52,Delivered
4872,7285,184,2024-07-17,1135.05,Delivered
4873,2480,1244,2025-05-23,298.42,Delivered
4874,193,680,2026-04-25,1865.23,Delivered
4875,7074,1715,2024-05-28,408.75,Delivered
4876,5843,883,2024-05-16,967.9,Delivered
4877,7277,415,2024-12-12,688.93,Delivered
4878,128,412,2024-02-07,1334.14,Delivered
4879,3995,1542,2024-02-19,2109.22,Delivered
4880,9758,532,2024-07-27,1314.58,Delivered
4881,5923,1538,2025-09-12,764.22,Delivered
4882,4910,445,2024-09-13,809.4,Delivered
4883,7725,641,2024-03-05,424.82,Delivered
4884,1240,954,2025-12-06,802.82,Delivered
4885,9632,1890,2026-04-09,185.34,Delivered
4886,5629,1865,2026-02-26,1548.3,Delivered
4887,8179,446,2025-12-12,1356.82,Delivered
4888,4307,718,2026-02-11,914.48,Delivered
